symbol;longName;state;country;industry;sector;fullTimeEmployees;Open0;High0;Low0;Close0;Adj Close0;Volume0;Open1;High1;Low1;Close1;Adj Close1;Volume1
MYE;Myers Industries, Inc.;OH;United States;Packaging & Containers;Consumer Cyclical;2400.0;20.190000534057617;20.719999313354492;19.90999984741211;20.6200008392334;20.480186462402344;99000.0;20.860000610351562;21.139999389648438;20.520000457763672;21.059999465942383;20.91720199584961;103600.0
SHLM;A. Schulman, Inc.;;;;;;;;;;;;;;;;;
NEON;Neonode Inc.;;Sweden;Electronic Components;Technology;46.0;7.900000095367432;8.25;7.849999904632568;7.989999771118164;7.989999771118164;57700.0;8.0;8.300000190734863;8.0;8.15999984741211;8.15999984741211;44800.0
PXLW;Pixelworks, Inc.;CA;United States;Semiconductors;Technology;197.0;3.0799999237060547;3.2100000381469727;3.059999942779541;3.200000047683716;3.200000047683716;371800.0;3.2799999713897705;3.5399999618530273;3.2100000381469727;3.5299999713897705;3.5299999713897705;663200.0
LNN;Lindsay Corporation;NE;United States;Farm & Heavy Construction Machinery;Industrials;1125.0;139.8699951171875;143.8000030517578;139.8699951171875;143.08999633789062;142.80035400390625;37500.0;145.27000427246094;151.27999877929688;144.99000549316406;150.41000366210938;150.1055450439453;147700.0
ARI;Apollo Commercial Real Estate Finance, Inc.;NY;United States;REIT—Mortgage;Real Estate;;11.25;11.5;11.020000457763672;11.489999771118164;11.206995010375977;981000.0;11.600000381469727;11.75;11.449999809265137;11.6899995803833;11.402068138122559;995100.0
FCBC;First Community Bankshares, Inc.;VA;United States;Banks—Regional;Financial Services;605.0;21.610000610351562;22.170000076293945;21.559999465942383;21.850000381469727;21.61383628845215;36900.0;22.110000610351562;22.889999389648438;22.06999969482422;22.780000686645508;22.533782958984375;31400.0
TIPT;Tiptree Inc.;NY;United States;Insurance—Specialty;Financial Services;1372.0;4.889999866485596;5.0;4.849999904632568;4.949999809265137;4.92634391784668;69900.0;5.010000228881836;5.050000190734863;4.96999979019165;5.019999980926514;4.996009349822998;44800.0
CRIS;Curis, Inc.;MA;United States;Biotechnology;Healthcare;28.0;10.460000038146973;10.600000381469727;9.859999656677246;10.34000015258789;10.34000015258789;1804400.0;10.739999771118164;10.75;10.100000381469727;10.359999656677246;10.359999656677246;1111400.0
VIVO;Meridian Bioscience, Inc.;OH;United States;Diagnostics & Research;Healthcare;750.0;22.989999771118164;23.59000015258789;22.350000381469727;23.219999313354492;23.219999313354492;1122600.0;23.8700008392334;23.8799991607666;22.510000228881836;22.799999237060547;22.799999237060547;496400.0
BSJP;Invesco BulletShares 2025 High Yield Corporate Bond ETF;;;;;;24.3799991607666;24.40999984741211;24.31999969482422;24.399999618530273;24.223163604736328;1052200.0;24.43000030517578;24.479999542236328;24.43000030517578;24.469999313354492;24.29265594482422;435000.0
SFBC;Sound Financial Bancorp, Inc.;WA;United States;Banks—Regional;Financial Services;110.0;32.75;33.0099983215332;32.75;33.0;32.730491638183594;2100.0;33.0;33.72999954223633;33.0;33.400001525878906;33.12722396850586;3900.0
CHGG;Chegg, Inc.;CA;United States;Education & Training Services;Consumer Defensive;2431.0;96.13999938964844;97.62999725341797;94.69000244140625;95.80999755859375;95.80999755859375;980600.0;96.63999938964844;99.52999877929688;96.55999755859375;98.5;98.5;1510300.0
PRFT;Perficient, Inc.;MO;United States;Information Technology Services;Technology;4277.0;55.02000045776367;57.16999816894531;55.02000045776367;56.7400016784668;56.7400016784668;339800.0;57.040000915527344;59.189998626708984;57.0;58.900001525878906;58.900001525878906;636700.0
CFCOU;;;;;;;;;;;;;;;;;;
JHB; Nuveen Corporate Income November 2021 Target Term Fund;MA;United States;;;;9.260000228881836;9.270000457763672;9.25;9.260000228881836;9.218450546264648;192000.0;9.25;9.270000457763672;9.25;9.25;9.20849609375;131900.0
TZOO;Travelzoo;NY;United States;Travel Services;Consumer Cyclical;236.0;10.949999809265137;11.600000381469727;10.949999809265137;11.40999984741211;11.40999984741211;42500.0;11.489999771118164;12.470000267028809;11.399999618530273;12.020000457763672;12.020000457763672;35700.0
BZUN;Baozun Inc.;;China;Internet Retail;Consumer Cyclical;;41.849998474121094;42.56999969482422;40.9900016784668;41.04999923706055;41.04999923706055;842000.0;41.470001220703125;42.20000076293945;37.689998626708984;39.11000061035156;39.11000061035156;2258800.0
BKT;BlackRock Income Trust, Inc.;DE;United States;Asset Management;Financial Services;;6.170000076293945;6.170000076293945;6.090000152587891;6.119999885559082;6.052407741546631;242900.0;6.110000133514404;6.130000114440918;6.090000152587891;6.099999904632568;6.032628536224365;124100.0
PEBO;Peoples Bancorp Inc.;OH;United States;Banks—Regional;Financial Services;894.0;30.719999313354492;31.190000534057617;30.5;31.0;30.659873962402344;44300.0;31.350000381469727;31.600000381469727;30.610000610351562;31.350000381469727;31.00603485107422;58200.0
PXS;Pyxis Tankers Inc.;;Greece;Marine Shipping;Industrials;;1.149999976158142;1.2100000381469727;1.0449999570846558;1.1100000143051147;1.1100000143051147;758800.0;1.0800000429153442;1.100000023841858;1.0299999713897705;1.0800000429153442;1.0800000429153442;360300.0
CPRX;Catalyst Pharmaceuticals, Inc.;FL;United States;Biotechnology;Healthcare;74.0;3.700000047683716;3.9000000953674316;3.619999885559082;3.880000114440918;3.880000114440918;2023000.0;4.0;4.230000019073486;3.940000057220459;4.230000019073486;4.230000019073486;3416800.0
NTEC;Intec Pharma Ltd;;Israel;Biotechnology;Healthcare;36.0;4.199999809265137;4.400000095367432;4.03000020980835;4.360000133514404;4.360000133514404;254900.0;4.360000133514404;5.699999809265137;4.170000076293945;4.71999979019165;4.71999979019165;5462100.0
FNTEU;FinTech Acquisition Corp. II Units;;;;;;;;;;;;;;;;;
PTGX;Protagonist Therapeutics, Inc.;CA;United States;Biotechnology;Healthcare;79.0;21.059999465942383;21.399999618530273;20.110000610351562;20.729999542236328;20.729999542236328;364200.0;21.09000015258789;22.049999237060547;20.600000381469727;21.950000762939453;21.950000762939453;411100.0
BKH;Black Hills Corporation;SD;United States;Utilities—Diversified;Utilities;3011.0;59.27000045776367;60.40999984741211;58.720001220703125;60.290000915527344;59.74040985107422;353600.0;60.63999938964844;61.59000015258789;60.4900016784668;60.90999984741211;60.35475540161133;254900.0
EVLMC;Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares;;;;;;99.95999908447266;99.95999908447266;99.95999908447266;99.95999908447266;99.92800903320312;0.0;99.95999908447266;99.95999908447266;99.95999908447266;99.95999908447266;99.92800903320312;0.0
BLX;Banco Latinoamericano de Comercio Exterior, S.A;;Panama;Banks—Regional;Financial Services;;15.260000228881836;15.300000190734863;15.0;15.229999542236328;14.990232467651367;97000.0;15.3100004196167;15.460000038146973;15.130000114440918;15.270000457763672;15.029603958129883;92800.0
COM;Direxion Auspice Broad Commodity Strategy ETF;;;;;;26.219999313354492;26.219999313354492;25.920000076293945;26.149999618530273;26.149999618530273;77800.0;26.18000030517578;26.18000030517578;26.040000915527344;26.128000259399414;26.128000259399414;22400.0
HSKA;Heska Corporation;CO;United States;Diagnostics & Research;Healthcare;602.0;167.5500030517578;181.07000732421875;167.5500030517578;180.8300018310547;180.8300018310547;103300.0;182.91000366210938;198.6300048828125;179.1199951171875;180.69000244140625;180.69000244140625;117400.0
IFLY;Wedbush ETFMG Global Cloud Technology ETF;;;;;;;;;;;;;;;;;
ALGN;Align Technology, Inc.;AZ;United States;Medical Devices;Healthcare;18070.0;539.9299926757812;544.75;527.02001953125;543.0499877929688;543.0499877929688;538500.0;551.780029296875;567.8300170898438;548.010009765625;557.77001953125;557.77001953125;790900.0
TANNL;TravelCenters of America LLC SR NT;;;;;;25.56999969482422;25.829999923706055;25.56100082397461;25.59000015258789;25.094396591186523;6800.0;25.63599967956543;25.979999542236328;25.63599967956543;25.739999771118164;25.241491317749023;7500.0
BSM;Black Stone Minerals, L.P.;TX;United States;Oil & Gas E&P;Energy;;8.649999618530273;8.800000190734863;8.550000190734863;8.760000228881836;8.604366302490234;1105200.0;8.960000038146973;9.1899995803833;8.869999885559082;8.989999771118164;8.830279350280762;1064700.0
AQB;AquaBounty Technologies, Inc.;MA;United States;Farm Products;Consumer Defensive;72.0;10.210000038146973;10.399999618530273;9.479999542236328;10.329999923706055;10.329999923706055;2654500.0;10.329999923706055;11.710000038146973;10.25;11.319999694824219;11.319999694824219;3984200.0
WFC;Wells Fargo & Company;CA;United States;Banks—Diversified;Financial Services;268531.0;30.139999389648438;30.219999313354492;29.68000030517578;29.989999771118164;29.89539337158203;23713400.0;30.459999084472656;31.190000534057617;30.3799991607666;30.75;30.652996063232422;25302900.0
CCIH;ChinaCache International Holdings Ltd.;;;;;;;;;;;;;;;;;
SYKE;Sykes Enterprises, Incorporated;FL;United States;Information Technology Services;Technology;61100.0;38.939998626708984;39.86000061035156;38.630001068115234;39.70000076293945;39.70000076293945;131900.0;40.029998779296875;40.599998474121094;39.02000045776367;40.189998626708984;40.189998626708984;66600.0
MUJ;BlackRock MuniHoldings New Jersey Quality Fund, Inc.;DE;United States;Asset Management;Financial Services;;14.520000457763672;14.619999885559082;14.5;14.619999885559082;14.497724533081055;66200.0;14.579999923706055;14.670000076293945;14.579999923706055;14.649999618530273;14.527473449707031;39800.0
BNTC;Benitec Biopharma Inc.;CA;United States;Biotechnology;Healthcare;14.0;4.0;4.190000057220459;3.9100000858306885;4.139999866485596;4.139999866485596;209600.0;4.190000057220459;4.369999885559082;4.139999866485596;4.159999847412109;4.159999847412109;220600.0
GROW;U.S. Global Investors, Inc.;TX;United States;Asset Management;Financial Services;25.0;5.840000152587891;5.980000019073486;5.599999904632568;5.96999979019165;5.957708835601807;270100.0;6.0;6.210000038146973;5.889999866485596;5.96999979019165;5.957708835601807;187800.0
RICK;RCI Hospitality Holdings, Inc.;TX;United States;Restaurants;Consumer Cyclical;2074.0;39.43000030517578;39.63999938964844;37.90999984741211;38.88999938964844;38.86646270751953;76900.0;39.61000061035156;40.0;38.720001220703125;38.97999954223633;38.9564094543457;67000.0
AMED;Amedisys, Inc.;LA;United States;Medical Care Facilities;Healthcare;21000.0;290.989990234375;293.1499938964844;286.5799865722656;287.17999267578125;287.17999267578125;130000.0;290.42999267578125;298.8800048828125;287.95001220703125;288.0;288.0;145000.0
SBNY;Signature Bank;NY;United States;Banks—Regional;Financial Services;1652.0;165.2100067138672;166.88999938964844;161.5399932861328;166.55999755859375;166.55999755859375;476100.0;170.13999938964844;178.30999755859375;167.5;177.16000366210938;177.16000366210938;861700.0
REML;Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT ETN;;;;;;5.309999942779541;5.440000057220459;5.1579999923706055;5.440000057220459;5.257249355316162;896400.0;5.5;5.659999847412109;5.449999809265137;5.639999866485596;5.450530052185059;1139100.0
MARA;Marathon Digital Holdings, Inc.;NV;United States;Capital Markets;Financial Services;3.0;20.579999923706055;21.15999984741211;19.350000381469727;20.739999771118164;20.739999771118164;17122600.0;21.389999389648438;23.40999984741211;20.299999237060547;22.739999771118164;22.739999771118164;23919100.0
WFT;Weatherford International plc;;;;;;;;;;;;;;;;;
ACAD;ACADIA Pharmaceuticals Inc.;CA;United States;Biotechnology;Healthcare;601.0;48.4900016784668;48.900001525878906;45.650001525878906;46.58000183105469;46.58000183105469;1662400.0;46.970001220703125;50.29999923706055;46.93000030517578;49.43000030517578;49.43000030517578;1444000.0
PFFR;InfraCap REIT Preferred ETF;;;;;;23.760000228881836;23.760000228881836;23.389999389648438;23.450000762939453;23.214111328125;11500.0;23.440000534057617;23.59000015258789;23.434999465942383;23.469999313354492;23.233909606933594;18000.0
TTMI;TTM Technologies, Inc.;CA;United States;Electronic Components;Technology;16700.0;13.5;13.789999961853027;13.329999923706055;13.6899995803833;13.6899995803833;1032600.0;13.850000381469727;14.100000381469727;13.569999694824219;13.770000457763672;13.770000457763672;822100.0
EEFT;Euronet Worldwide, Inc.;KS;United States;Software—Infrastructure;Technology;8100.0;126.31999969482422;128.75;124.80999755859375;127.54000091552734;127.54000091552734;368200.0;129.63999938964844;132.99000549316406;128.41000366210938;128.5;128.5;529000.0
SCHK;Schwab 1000 ETF;;;;;;37.47999954223633;37.79499816894531;37.25;37.720001220703125;37.6096305847168;302600.0;38.04999923706055;38.41999816894531;38.04999923706055;38.279998779296875;38.16798782348633;262700.0
CLMT;Calumet Specialty Products Partners, L.P.;IN;United States;Oil & Gas E&P;Energy;1400.0;3.2699999809265137;3.680000066757202;3.2699999809265137;3.6700000762939453;3.6700000762939453;209300.0;3.4100000858306885;3.7699999809265137;3.259999990463257;3.75;3.75;899400.0
RPD;Rapid7, Inc.;MA;United States;Software—Application;Technology;1847.0;87.62999725341797;90.0;87.30000305175781;89.48999786376953;89.48999786376953;283700.0;90.62999725341797;92.12999725341797;90.0;91.33999633789062;91.33999633789062;344600.0
IVLU;iShares Edge MSCI Intl Value Factor ETF;;;;;;23.040000915527344;23.04400062561035;22.920000076293945;22.969999313354492;22.969999313354492;181800.0;23.139999389648438;23.270000457763672;23.09000015258789;23.270000457763672;23.270000457763672;149700.0
LUK;;;;;;;;;;;;;;;;;;
TKAT;Takung Art Co., Ltd.;;Hong Kong;Internet Retail;Consumer Cyclical;24.0;2.1700000762939453;2.200000047683716;1.9900000095367432;2.0;2.0;109600.0;2.180000066757202;2.7139999866485596;2.0299999713897705;2.4600000381469727;2.4600000381469727;521200.0
DBES;Xtrackers MSCI EAFE Small Cap Hdg Eq ETF;;;;;;;;;;;;;;;;;
ICSH;iShares Ultra Short-Term Bond ETF;;;;;;50.5099983215332;50.529998779296875;50.5099983215332;50.52000045776367;50.48000717163086;833500.0;50.529998779296875;50.560001373291016;50.52000045776367;50.540000915527344;50.49999237060547;709600.0
SHAG;WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund;;;;;;51.400001525878906;51.400001525878906;51.31999969482422;51.38999938964844;51.314727783203125;48900.0;51.400001525878906;51.400001525878906;51.36000061035156;51.38999938964844;51.314727783203125;11800.0
GST;Gastar Exploration Inc.;;;;;;;;;;;;;;;;;
FLQG;Franklin LibertyQ Global Equity ETF;;;;;;36.150001525878906;36.150001525878906;36.145999908447266;36.145999908447266;36.145999908447266;100.0;36.41899871826172;36.41899871826172;36.41899871826172;36.41899871826172;36.41899871826172;0.0
PLBC;Plumas Bancorp;NV;United States;Banks—Regional;Financial Services;158.0;24.700000762939453;25.059999465942383;24.649999618530273;24.649999618530273;24.649999618530273;6500.0;25.440000534057617;25.440000534057617;24.75;24.75;24.75;3000.0
CDE;Coeur Mining, Inc.;IL;United States;Gold;Basic Materials;1959.0;12.5;12.600000381469727;10.5;11.140000343322754;11.140000343322754;19488000.0;9.869999885559082;10.050000190734863;8.920000076293945;9.029999732971191;9.029999732971191;9601300.0
ECC;Eagle Point Credit Company Inc.;CT;United States;Asset Management;Financial Services;;10.6899995803833;11.170000076293945;10.680000305175781;11.0;10.777783393859863;225400.0;11.130000114440918;11.5;11.100000381469727;11.279999732971191;11.052125930786133;184200.0
WHLR;Wheeler Real Estate Investment Trust, Inc.;VA;United States;REIT—Retail;Real Estate;35.0;2.700000047683716;2.765000104904175;2.619999885559082;2.7100000381469727;2.7100000381469727;7500.0;2.609999895095825;2.75;2.609999895095825;2.75;2.75;10400.0
PFSI;PennyMac Financial Services, Inc.;CA;United States;Mortgage Finance;Financial Services;6632.0;58.18000030517578;60.810001373291016;57.810001373291016;60.630001068115234;60.43718719482422;861200.0;61.47999954223633;63.36000061035156;61.29999923706055;63.0099983215332;62.80961608886719;783400.0
PNI;PIMCO New York Municipal Income Fund II;CA;United States;Asset Management;Financial Services;;11.319999694824219;11.350000381469727;11.229999542236328;11.270000457763672;11.151036262512207;25500.0;11.270000457763672;11.369999885559082;11.260000228881836;11.359999656677246;11.24008560180664;14100.0
UUU;Universal Security Instruments, Inc.;MD;United States;Security & Protection Services;Industrials;13.0;8.199999809265137;8.699999809265137;7.599999904632568;8.390000343322754;8.390000343322754;2132500.0;9.229999542236328;9.539999961853027;7.940000057220459;8.069999694824219;8.069999694824219;677100.0
MBII;Marrone Bio Innovations, Inc.;CA;United States;Agricultural Inputs;Basic Materials;145.0;1.7000000476837158;1.7100000381469727;1.6299999952316284;1.649999976158142;1.649999976158142;440100.0;1.659999966621399;1.7300000190734863;1.600000023841858;1.7300000190734863;1.7300000190734863;445300.0
NAVB;Navidea Biopharmaceuticals, Inc.;OH;United States;Biotechnology;Healthcare;13.0;2.259999990463257;2.640000104904175;2.1600000858306885;2.369999885559082;2.369999885559082;1303100.0;2.1600000858306885;2.5;2.1600000858306885;2.359999895095825;2.359999895095825;545400.0
WVE;Wave Life Sciences Ltd.;;Singapore;Biotechnology;Healthcare;217.0;10.170000076293945;10.59000015258789;9.920000076293945;10.479999542236328;10.479999542236328;294900.0;10.399999618530273;10.520000457763672;10.050000190734863;10.390000343322754;10.390000343322754;346700.0
BCV;Bancroft Fund Ltd.;NY;United States;Asset Management;Financial Services;;32.189998626708984;32.540000915527344;31.959999084472656;32.45000076293945;32.11621856689453;26700.0;32.58000183105469;33.27000045776367;32.2400016784668;33.119998931884766;32.77932357788086;56600.0
STRP;;;;;;;;;;;;;;;;;;
KALV;KalVista Pharmaceuticals, Inc.;MA;United States;Biotechnology;Healthcare;56.0;15.289999961853027;16.0;14.670000076293945;15.1899995803833;15.1899995803833;171300.0;15.380000114440918;15.489999771118164;14.699999809265137;15.119999885559082;15.119999885559082;132600.0
VAC;Marriott Vacations Worldwide Corporation;FL;United States;Resorts & Casinos;Consumer Cyclical;18000.0;125.08999633789062;129.69000244140625;123.30000305175781;129.14999389648438;129.14999389648438;467400.0;132.0;136.67999267578125;130.7899932861328;134.5;134.5;659600.0
LXFR;Luxfer Holdings PLC;;United Kingdom;Specialty Industrial Machinery;Industrials;1200.0;16.549999237060547;16.899999618530273;16.260000228881836;16.790000915527344;16.790000915527344;49700.0;17.0;17.270000457763672;16.729999542236328;17.059999465942383;17.059999465942383;107700.0
TLEH;FlexShares Currency Hedged Morningstar EM Factor Tilt Index Fund;;;;;;33.740299224853516;33.740299224853516;33.740299224853516;33.740299224853516;33.740299224853516;0.0;;;;;;
FIG;;;;;;;;;;;;;;;;;;
FCPT;Four Corners Property Trust, Inc.;CA;United States;REIT—Hotel & Motel;Real Estate;349.0;26.420000076293945;27.5;26.149999618530273;27.3700008392334;27.057144165039062;626600.0;27.540000915527344;27.889999389648438;27.059999465942383;27.389999389648438;27.076913833618164;506300.0
DOC;Physicians Realty Trust;WI;United States;REIT—Healthcare Facilities;Real Estate;81.0;17.709999084472656;18.09000015258789;17.479999542236328;18.06999969482422;17.83846092224121;1651900.0;18.15999984741211;18.360000610351562;17.959999084472656;18.219999313354492;17.986539840698242;1680400.0
TDOC;Teladoc Health, Inc.;NY;United States;Health Information Services;Healthcare;3652.0;265.20001220703125;266.6499938964844;257.0;264.1000061035156;264.1000061035156;2728900.0;270.0;280.9700012207031;265.8299865722656;266.8599853515625;266.8599853515625;2749600.0
ESBA;Empire State Realty OP, L.P.;NY;United States;REIT—Diversified;Real Estate;755.0;9.510000228881836;9.729999542236328;9.510000228881836;9.6899995803833;9.6899995803833;16100.0;9.5;9.65999984741211;9.5;9.65999984741211;9.65999984741211;2500.0
HLNE;Hamilton Lane Incorporated;PA;United States;Asset Management;Financial Services;400.0;75.41000366210938;78.41999816894531;75.20999908447266;77.6500015258789;77.37374877929688;164000.0;82.0;82.18499755859375;77.16000366210938;77.55999755859375;77.28406524658203;330800.0
RRD;R. R. Donnelley & Sons Company;IL;United States;Specialty Business Services;Industrials;33000.0;2.380000114440918;2.4600000381469727;2.3499999046325684;2.450000047683716;2.450000047683716;415300.0;2.4200000762939453;2.4200000762939453;2.2300000190734863;2.319999933242798;2.319999933242798;757800.0
JAX;J. Alexander's Holdings, Inc.;TN;United States;Restaurants;Consumer Cyclical;3200.0;7.380000114440918;7.489999771118164;7.150000095367432;7.300000190734863;7.300000190734863;32500.0;7.349999904632568;7.489999771118164;7.25;7.409999847412109;7.409999847412109;16800.0
TTNP;Titan Pharmaceuticals, Inc.;CA;United States;Biotechnology;Healthcare;12.0;3.4600000381469727;4.079999923706055;3.25;3.4700000286102295;3.4700000286102295;16818300.0;3.450000047683716;3.4600000381469727;3.200000047683716;3.259999990463257;3.259999990463257;2539900.0
OCFC;OceanFirst Financial Corp.;NJ;United States;Banks—Regional;Financial Services;949.0;18.979999542236328;18.979999542236328;18.139999389648438;18.5;18.33447265625;514400.0;18.5;18.799999237060547;18.399999618530273;18.75;18.582237243652344;377800.0
AFSD;;;;;;;;;;;;;;;;;;
CC;The Chemours Company;DE;United States;Specialty Chemicals;Basic Materials;6500.0;26.760000228881836;27.079999923706055;26.280000686645508;26.760000228881836;26.493465423583984;1071000.0;27.139999389648438;27.280000686645508;26.049999237060547;26.469999313354492;26.20635414123535;991600.0
OMF;OneMain Holdings, Inc.;IN;United States;Credit Services;Financial Services;8300.0;47.0099983215332;47.7400016784668;46.540000915527344;47.709999084472656;44.20647430419922;1918800.0;48.529998779296875;51.209999084472656;48.060001373291016;50.75;47.02323532104492;1558000.0
XNTK;SPDR NYSE Technology ETF;;;;;;146.3300018310547;149.00999450683594;145.00999450683594;148.72999572753906;148.53819274902344;97100.0;150.66000366210938;152.27999877929688;150.61000061035156;152.11000061035156;151.91383361816406;232600.0
VSTM;Verastem, Inc.;MA;United States;Biotechnology;Healthcare;48.0;2.0;2.0999999046325684;1.9800000190734863;2.069999933242798;2.069999933242798;2450000.0;2.0999999046325684;2.0999999046325684;2.0199999809265137;2.0399999618530273;2.0399999618530273;1954900.0
CNX;CNX Resources Corporation;PA;United States;Oil & Gas E&P;Energy;451.0;13.180000305175781;13.460000038146973;12.770000457763672;12.800000190734863;12.800000190734863;7824200.0;13.140000343322754;13.40999984741211;12.739999771118164;13.010000228881836;13.010000228881836;4195600.0
AAMC;Altisource Asset Management Corporation;VI;United States;Asset Management;Financial Services;112.0;22.479999542236328;22.479999542236328;22.270000457763672;22.3700008392334;22.3700008392334;1800.0;21.979999542236328;21.979999542236328;21.610000610351562;21.950000762939453;21.950000762939453;600.0
GLDD;Great Lakes Dredge & Dock Corporation;TX;United States;Engineering & Construction;Industrials;436.0;13.649999618530273;13.899999618530273;13.489999771118164;13.789999961853027;13.789999961853027;255300.0;13.920000076293945;14.119999885559082;13.680000305175781;14.010000228881836;14.010000228881836;180600.0
OC;Owens Corning;OH;United States;Building Products & Equipment;Industrials;19000.0;78.58999633789062;80.94999694824219;77.83000183105469;80.63999938964844;80.377197265625;965500.0;81.12999725341797;82.18000030517578;80.12999725341797;81.72000122070312;81.45368194580078;643400.0
BBK;BlackRock Municipal Bond Trust;;;;;;16.170000076293945;16.170000076293945;16.110000610351562;16.110000610351562;15.882213592529297;34800.0;16.110000610351562;16.8700008392334;16.100000381469727;16.110000610351562;15.882213592529297;44700.0
RYB;RYB Education, Inc.;;China;Education & Training Services;Consumer Defensive;6547.0;2.549999952316284;2.549999952316284;2.430000066757202;2.4800000190734863;2.4800000190734863;43300.0;2.5;2.509999990463257;2.430000066757202;2.509999990463257;2.509999990463257;21700.0
GLAD;Gladstone Capital Corporation;VA;United States;Asset Management;Financial Services;;9.119999885559082;9.1899995803833;9.050000190734863;9.170000076293945;9.051505088806152;212300.0;9.180000305175781;9.399999618530273;9.180000305175781;9.3100004196167;9.189696311950684;164200.0
PNK;Pinnacle Entertainment, Inc.;;;;;;;;;;;;;;;;;
CCO;Clear Channel Outdoor Holdings, Inc.;TX;United States;Advertising Agencies;Communication Services;4800.0;2.0899999141693115;2.0999999046325684;1.9199999570846558;2.0;2.0;4968800.0;2.0199999809265137;2.059999942779541;1.9199999570846558;1.9900000095367432;1.9900000095367432;3372400.0
RELV;Reliv' International, Inc.;MO;United States;Packaged Foods;Consumer Defensive;91.0;4.0;4.0;4.0;4.0;4.0;0.0;5.0;5.190000057220459;5.0;5.0;5.0;1000.0
OACQ;;;;;;;;;;;;;;;;;;
CTRE;CareTrust REIT, Inc.;CA;United States;REIT—Healthcare Facilities;Real Estate;15.0;22.780000686645508;23.309999465942383;22.280000686645508;23.280000686645508;23.0190372467041;406900.0;23.450000762939453;23.5;23.149999618530273;23.34000015258789;23.0783634185791;287500.0
QXTR;QUANTX Risk Managed Multi-Asset Total Return ETF;;;;;;;;;;;;;;;;;
AIRI;Air Industries Group;NY;United States;Aerospace & Defense;Industrials;151.0;1.5099999904632568;1.559999942779541;1.399999976158142;1.440000057220459;1.440000057220459;617200.0;1.5;1.75;1.4800000190734863;1.5499999523162842;1.5499999523162842;2129200.0
TPGE;TPG Pace Energy Holdings Corp.;;;;;;;;;;;;;;;;;
TKF;;;;;;;;;;;;;;;;;;
PPBI;Pacific Premier Bancorp, Inc.;CA;United States;Banks—Regional;Financial Services;1478.0;33.310001373291016;34.83000183105469;32.70000076293945;34.619998931884766;34.3297233581543;536100.0;34.86000061035156;35.470001220703125;34.34000015258789;35.220001220703125;34.92469787597656;693300.0
ENTA;Enanta Pharmaceuticals, Inc.;MA;United States;Biotechnology;Healthcare;141.0;48.75;50.42499923706055;47.52000045776367;50.06999969482422;50.06999969482422;146800.0;50.5099983215332;52.209999084472656;49.91999816894531;51.029998779296875;51.029998779296875;181900.0
NID;Nuveen Intermediate Duration Municipal Term Fund;IL;United States;Asset Management;Financial Services;;14.329999923706055;14.369999885559082;14.289999961853027;14.369999885559082;14.281021118164062;73900.0;14.329999923706055;14.399999618530273;14.300000190734863;14.3100004196167;14.221393585205078;55900.0
QVM;Arrow QVM Equity Factor ETF;;;;;;;;;;;;;;;;;
MTNB;Matinas BioPharma Holdings, Inc.;NJ;United States;Biotechnology;Healthcare;20.0;1.059999942779541;1.059999942779541;0.8600000143051147;0.9599999785423279;0.9599999785423279;35024000.0;1.0499999523162842;1.0800000429153442;0.9990000128746033;1.0099999904632568;1.0099999904632568;9843600.0
JPM;JPMorgan Chase & Co.;NY;United States;Banks—Diversified;Financial Services;255351.0;129.39999389648438;130.07000732421875;128.47999572753906;129.6199951171875;128.8610382080078;11080700.0;131.94000244140625;134.38999938964844;131.22000122070312;133.61000061035156;132.8276824951172;12253600.0
CUB;Cubic Corporation;CA;United States;Aerospace & Defense;Industrials;6100.0;61.869998931884766;61.869998931884766;60.22999954223633;61.119998931884766;61.00119400024414;168800.0;62.13999938964844;63.52000045776367;61.4900016784668;62.5099983215332;62.38848876953125;117200.0
DOX;Amdocs Limited;MO;United States;Software—Infrastructure;Technology;26000.0;70.86000061035156;73.05000305175781;70.62000274658203;72.48999786376953;72.1712417602539;708200.0;72.9000015258789;73.5;72.11000061035156;73.08000183105469;72.75865173339844;946200.0
MZOR;Mazor Robotics Ltd.;;;;;;;;;;;;;;;;;
HTA;Healthcare Trust of America, Inc.;AZ;United States;REIT—Healthcare Facilities;Real Estate;333.0;28.31999969482422;29.049999237060547;28.040000915527344;29.0;28.671619415283203;1827000.0;29.0;29.110000610351562;28.75;28.969999313354492;28.641958236694336;1001400.0
LNGR;Global X Longevity Thematic ETF;;;;;;28.639999389648438;28.670000076293945;28.340999603271484;28.670000076293945;28.670000076293945;9700.0;28.739999771118164;28.93000030517578;28.707000732421875;28.8799991607666;28.8799991607666;3200.0
GILT;Gilat Satellite Networks Ltd.;;Israel;Communication Equipment;Technology;779.0;12.140000343322754;12.239999771118164;11.239999771118164;11.680000305175781;11.680000305175781;1847700.0;11.760000228881836;12.170000076293945;11.520000457763672;11.8100004196167;11.8100004196167;1516200.0
BTEC;Principal Healthcare Innovators Index ETF;;;;;;63.88999938964844;64.68000030517578;63.435001373291016;64.62200164794922;64.62200164794922;12200.0;65.18000030517578;66.5999984741211;65.0;65.78099822998047;65.78099822998047;19400.0
